state,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,clv
UT,117,No,Yes,20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2,414.8903511688436
KY,108,No,No,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,705.9545849928537
VA,118,,No,0,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10.0,1,2.7,2,735.5003759515947
AZ,62,No,Yes,42,137.3,95,23.34,184.2,94,15.66,231.4,70,10.41,10.2,3,2.75,0,738.6200423316185
VA,44,No,No,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,797.3141284031293
MA,127,No,Yes,19,129.7,115,22.05,160.8,101,13.67,265.0,63,11.93,12.2,3,3.29,2,553.8260525411273
IL,151,Yes,No,0,198.7,70,,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,1015.862758848584
PA,137,No,No,0,215.9,76,36.7,145.4,118,12.36,186.9,129,8.41,12.1,4,3.27,1,738.9373746080117
TN,106,No,No,0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2,1163.780663586997
NJ,88,,No,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,710.6908244721433
VA,106,No,No,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1,351.1097087464399
WA,184,No,No,0,151.7,93,25.79,178.5,77,15.17,229.1,111,10.31,13.1,8,3.54,2,887.3444823051076
AR,109,,No,0,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,9.9,9,2.67,3,948.7360229116521
WI,127,No,No,0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2,679.8207078701827
ME,174,No,No,0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94,2,901.9701708749487
CO,81,No,No,0,115.3,99,,224.7,117,19.1,152.5,98,6.86,18.0,2,4.86,1,902.6434593439748
NC,122,No,No,0,215.6,86,36.65,167.8,59,14.26,207.0,67,9.32,6.4,8,1.73,3,678.0152087293078
WY,34,,No,0,128.8,80,,208.7,93,17.74,202.1,103,9.09,14.0,7,3.78,1,772.5384691037274
FL,90,No,Yes,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,640.7166864901478
KY,73,No,No,0,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,2,938.0457965935212
WA,120,No,Yes,28,215.8,123,,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1,1111.57743409778
MT,160,No,No,0,97.5,113,,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,792.6962876386717
PA,141,No,No,0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0,903.018299831001
VT,72,No,No,0,139.9,117,23.78,223.6,96,19.01,240.8,93,10.84,12.7,4,3.43,2,938.8722991453997
MN,117,No,Yes,21,153.2,112,,263.3,110,22.38,135.0,85,6.08,11.9,7,3.21,1,1051.6139411287309
MD,102,No,No,0,129.5,56,22.02,354.2,118,30.11,145.5,93,6.55,10.9,3,2.94,1,1158.193781988972
MT,49,No,No,0,236.6,91,40.22,220.9,146,18.78,146.8,114,6.61,8.9,2,2.4,1,995.5561545840944
VT,67,No,No,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10.0,2,2.7,6,965.1050684504436
CO,107,,No,0,167.3,100,28.44,163.9,79,13.93,185.9,100,8.37,6.7,5,1.81,2,609.4650052112795
TN,120,,No,0,185.7,133,31.57,235.1,149,19.98,256.4,78,11.54,16.9,6,4.56,0,1084.236086859756
AR,94,No,No,0,136.2,114,23.15,165.1,118,14.03,137.9,71,6.21,9.6,5,2.59,0,727.0233981587819
DC,115,No,Yes,29,222.6,81,37.84,190.3,109,16.18,201.2,87,9.05,11.5,2,3.11,1,963.28060125304
MN,61,No,No,0,197.3,67,,264.5,106,22.48,210.5,116,9.47,9.0,6,2.43,1,1043.0090470113769
KS,110,No,No,0,208.0,69,35.36,95.1,94,8.08,178.5,129,8.03,8.0,11,2.16,1,358.7138677565986
MT,16,No,No,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,556.2621989797732
DC,147,No,No,0,168.6,92,28.66,187.7,107,15.95,216.5,95,9.74,14.4,8,3.89,2,410.6910303897052
MS,102,Yes,No,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12.0,8,3.24,3,1007.5690105987628
IA,64,No,Yes,43,118.4,100,,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,413.965783827619
AK,103,No,No,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,869.8704116838893
OR,97,No,No,0,146.0,121,,203.0,141,17.26,151.8,120,6.83,13.3,2,3.59,1,828.4457951571234
ME,57,No,Yes,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3.0,2,975.6509610674353
MN,157,No,No,0,185.1,92,31.47,213.0,85,18.11,196.1,85,8.82,8.5,5,2.3,2,841.5166522602608
GA,194,,No,0,193.3,106,,169.0,150,14.37,225.2,122,10.13,11.8,4,3.19,0,968.3735785972183
DC,66,No,No,0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,873.7669230852392
OK,116,No,No,0,205.0,90,,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,584.1241139096987
OK,63,No,No,0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1,909.0944380576584
GA,64,No,No,0,216.9,78,36.87,211.0,115,17.94,179.8,116,8.09,11.4,5,3.08,3,809.6149551329706
NJ,96,No,No,0,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,910.1030397888437
ME,105,No,No,0,212.0,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3,781.9446734070941
MI,53,No,Yes,37,167.3,99,,194.7,99,16.55,236.7,112,10.65,12.0,9,3.24,2,280.80870136856237
NE,129,No,Yes,30,177.3,95,30.14,211.8,102,18.0,240.2,108,10.81,9.3,7,2.51,3,834.7156229859238
VT,93,No,No,0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,850.0076925111798
DC,73,No,No,0,122.0,92,,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,695.3947979666866
NY,148,,No,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1,82.34886061442782
AL,85,No,Yes,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1,1029.328328419922
MS,78,No,Yes,13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73,2,925.010397330258
MD,106,,No,0,208.3,89,35.41,169.4,67,14.4,102.0,90,4.59,15.9,4,4.29,3,731.8261043455458
IL,91,No,No,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,839.9344058360716
UT,116,No,Yes,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,829.5830735507982
LA,69,No,Yes,37,155.0,98,,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,644.2977981613121
ID,135,No,No,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,415.339980069161
KY,73,No,No,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,944.7672699981513
MI,48,No,No,0,240.0,88,40.8,141.0,117,11.99,128.9,137,5.8,7.1,9,1.92,1,819.7618846594054
WV,100,No,No,0,166.0,102,,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,879.6884012635485
SD,64,No,No,0,174.5,98,29.67,180.2,103,15.32,179.0,89,8.06,10.7,2,2.89,2,646.7498606832329
MD,116,Yes,Yes,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,1017.351029822775
MO,84,No,Yes,35,207.5,138,,201.0,116,17.09,164.5,107,7.4,7.5,16,2.03,4,998.6807975482387
IL,86,,Yes,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,862.0568090977887
AR,88,No,No,0,152.9,119,25.99,171.2,107,14.55,257.0,106,11.57,12.0,5,3.24,2,175.09994559754193
AK,86,No,No,0,150.8,85,,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,1079.5630036889802
NM,148,No,No,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2,944.60607439789
MN,163,No,Yes,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,715.1406193508626
IA,89,,Yes,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,867.8317889322236
RI,63,No,No,0,180.5,126,30.69,230.0,98,19.55,232.5,73,10.46,10.6,3,2.86,0,889.8098939937113
AL,102,No,No,0,123.1,106,20.93,182.0,102,15.47,244.6,75,11.01,12.6,7,3.4,2,739.5296205371867
SD,104,No,No,0,200.2,92,,118.7,87,10.09,236.6,65,10.65,6.0,6,1.62,2,723.7200565094072
MT,63,No,Yes,33,184.2,111,,312.6,89,26.57,264.0,55,11.88,12.2,4,3.29,1,1123.497823111508
DC,68,Yes,Yes,39,142.0,140,,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1,982.3807754376957
CO,63,Yes,Yes,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10.0,4,2.7,1,606.42691247161
NC,101,No,No,0,232.7,114,,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5,1002.892162792888
CO,131,,Yes,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,953.2090053752639
MN,84,No,No,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,709.4509147979547
WY,104,No,No,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,857.2746130281978
FL,108,No,No,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,814.0793350439346
NY,111,,No,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,711.2029216013283
OK,155,No,Yes,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,971.9504224354973
ME,66,No,No,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,750.9989783101262
NE,64,No,No,0,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,10.0,5,2.7,1,781.1859406819236
OH,69,No,No,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,1013.1223277290828
DC,101,No,No,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,747.4173078052412
IA,197,No,No,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,688.0118014374216
VA,172,No,No,0,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2,610.4779727053515
FL,85,Yes,No,0,116.2,86,,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,978.0911932069668
NJ,136,No,Yes,27,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7,3,861.5953990854207
NE,155,No,Yes,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,758.6835479657683
WV,145,No,No,0,129.4,97,22.0,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,408.4037617250621
WY,116,,Yes,12,221.0,108,37.57,151.0,118,12.84,179.0,80,8.06,9.0,6,2.43,2,780.6332221720378
SC,152,No,No,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2,777.1179780252683
IL,67,No,No,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,950.1194126268964
OR,60,No,No,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,494.7985054150113
ME,25,No,No,0,242.6,69,41.24,209.0,117,17.77,219.7,82,9.89,14.4,6,3.89,2,791.7427855942616
WY,145,No,No,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,752.6507935007062
WI,122,No,Yes,28,166.0,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,851.6712635386891
DC,55,Yes,No,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,555.4614619196393
CT,77,No,No,0,221.8,84,37.71,166.0,125,14.11,210.2,72,9.46,13.2,4,3.56,1,831.8085115209607
OR,12,No,No,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,1061.7494657182249
OR,64,No,No,0,213.5,93,,166.6,114,14.16,122.0,78,5.49,14.1,3,3.81,3,703.7502498086342
NV,92,No,Yes,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2,1023.0170115737892
OK,160,No,No,0,166.4,117,28.29,317.0,129,26.95,160.4,121,7.22,10.0,2,2.7,1,1220.9753559311819
KS,79,No,No,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,895.7134424344066
RI,36,No,No,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3,857.6500863464612
IL,138,Yes,No,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,651.1534097752661
WI,72,No,No,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,697.7961309256062
MA,145,No,No,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,951.7762605078284
AL,136,No,No,0,109.4,91,,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0,1047.6418039868781
WI,66,Yes,No,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,724.2401589148732
VT,152,No,Yes,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,707.3771855661223
CT,162,No,No,0,49.2,121,8.36,143.9,136,12.23,203.0,97,9.14,12.1,13,3.27,1,861.8010137838072
OR,72,,No,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,781.8836227036043
HI,101,No,No,0,253.2,89,,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,1094.886034714785
WV,125,No,No,0,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,790.2670266624609
RI,46,No,No,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9.0,2,2.43,2,691.6462776519858
ME,193,No,Yes,31,71.2,58,,124.7,105,10.6,155.5,108,7.0,11.7,3,3.16,0,372.91476319540436
NE,124,No,No,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10.0,3,2.7,1,1110.621119502116
DC,144,No,No,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,822.2567533977663
NH,97,No,Yes,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,872.2001326862842
WV,137,No,Yes,50,186.5,94,31.71,178.0,106,15.13,215.6,100,9.7,12.1,4,3.27,2,747.0550335812914
IL,142,,Yes,38,163.3,104,,136.0,114,11.56,249.1,127,11.21,4.3,6,1.16,0,838.9093249527783
NH,119,No,Yes,19,178.1,110,,212.8,100,18.09,226.3,123,10.18,10.0,6,2.7,1,923.4967409937103
MI,158,No,No,0,195.9,103,,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,377.7596210836892
ND,50,No,No,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,785.3904422025047
LA,98,,No,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,311.66316837471663
HI,101,No,Yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2,754.1334841045589
WV,51,,No,0,169.3,111,,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0,823.6925093725447
NC,117,No,No,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2,771.3164660235764
PA,92,Yes,No,0,255.8,125,,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,748.8997425276492
MI,86,No,No,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,413.2847339799093
WY,122,No,No,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,815.9261253783436
NJ,156,No,Yes,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4.0,1,823.8420803034575
NM,158,No,No,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0.0,0,0.0,2,870.3613765737883
OK,127,No,Yes,27,2.6,113,0.44,254.0,102,21.59,242.7,156,10.92,9.2,5,2.48,3,1052.612626940924
ID,109,No,No,0,184.1,143,,211.7,105,17.99,243.0,116,10.93,9.9,2,2.67,1,1032.090483857791
AL,88,No,No,0,181.9,90,30.92,151.5,87,12.88,143.0,100,6.44,7.5,3,2.03,1,781.2815567822273
WY,101,No,Yes,9,160.1,116,27.22,210.0,121,17.85,139.1,65,6.26,10.8,9,2.92,0,1152.0879644900529
VA,21,No,No,0,223.2,142,,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,781.4531131878038
WV,145,No,Yes,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,1049.124333687984
CA,33,No,No,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,930.9416669692993
CO,107,No,No,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,13.4,1,3.62,3,782.6174418775856
AL,95,No,No,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,905.5898564433625
MI,128,,No,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0,897.9560459281889
OH,134,No,No,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,603.4647090198034
IN,96,No,Yes,23,183.1,88,,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,727.6248054444206
SC,107,No,No,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,813.9204263522273
KS,123,No,No,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,673.7210933219803
OK,35,,No,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,1092.92656322357
TN,88,,No,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,750.6607209749595
NC,116,,Yes,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,726.9702059698758
RI,123,No,Yes,23,245.0,88,,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2,978.3717290675368
VA,146,Yes,No,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,1153.148294628733
KY,106,No,Yes,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,1180.417670951939
NV,121,No,Yes,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1,674.3966082340071
WI,137,No,No,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,478.1439128343098
NE,67,No,Yes,31,175.2,68,,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,715.4602542863037
WY,120,No,Yes,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9.0,13,2.43,1,468.9925143120181
IN,130,No,Yes,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0,1075.891091118346
WI,20,No,No,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,1044.701949710569
CA,112,No,No,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,1070.959023279551
IN,77,No,No,0,185.9,95,,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3,881.2523495824986
SC,109,No,No,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,765.3485405315538
IN,108,No,No,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,784.6902327152359
IA,79,No,Yes,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,1189.393398366984
MS,78,No,No,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,898.2646193496856
MN,134,No,No,0,244.1,99,,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0,989.6402085446864
WA,47,No,Yes,27,165.0,89,,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,735.8330303637166
MS,59,No,Yes,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,772.3374790330893
ID,151,No,No,0,194.8,106,,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,952.3116487613107
NC,129,No,No,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,777.7838368462044
VA,107,No,Yes,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,881.9251954661246
MI,76,No,No,0,90.5,142,,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,827.8768531352575
HI,24,,No,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,769.8238011906958
MN,30,No,No,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,842.0011727208205
WV,70,No,No,0,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,9.4,3,2.54,3,803.5265360849454
HI,3,No,No,0,139.0,99,,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,985.7968709214513
MS,38,No,No,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,902.8388342371472
NY,104,No,No,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,10.6,8,2.86,3,734.7294780282733
LA,27,No,No,0,82.6,105,,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,727.4330098080379
MA,13,No,No,0,220.4,100,,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,868.1456000391253
AK,52,No,No,0,217.0,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,762.0173995043061
SD,114,No,Yes,25,129.0,77,21.93,290.0,110,24.65,177.1,110,7.97,11.6,5,3.13,1,1116.411307931876
CO,156,No,No,0,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1,710.9745648165575
WV,62,No,No,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,690.0734850377887
ME,52,No,No,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,582.3502778923528
NH,146,No,No,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,706.833462382727
RI,120,,Yes,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,1088.488097784466
WI,90,No,No,0,61.3,91,,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,601.5206403505042
NM,147,Yes,No,0,183.8,113,31.25,164.7,110,14.0,111.0,87,5.0,10.1,4,2.73,1,705.8339195053925
IL,74,No,Yes,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,967.7292487422459
MI,87,No,No,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,16.6,4,4.48,2,841.5671766583476
VA,99,No,No,0,128.3,78,,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,859.4965302816652
SD,131,No,No,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,1039.186184415257
MS,130,No,Yes,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1,1031.498898512405
HI,99,No,No,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,649.3023482087636
WV,36,,No,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,928.2835621912396
WV,139,No,No,0,271.6,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2,912.0744972305021
IN,189,,No,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,856.4952603710095
NM,96,,Yes,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3,800.9408474263263
DE,112,No,No,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,981.8081645761298
NJ,108,No,Yes,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,645.3927301826562
RI,121,No,Yes,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0,921.7902738724803
SD,116,No,No,0,63.7,101,,195.8,95,16.64,210.1,87,9.45,10.0,6,2.7,1,568.1221995842308
NH,161,,No,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,1090.463316771795
AL,19,Yes,No,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,1045.442964251349
ID,119,Yes,Yes,32,173.0,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,940.3078804695323
MD,125,No,No,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,2.16,0,704.9125123443463
IN,156,No,No,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,734.2481494900983
WY,109,No,No,0,137.0,128,23.29,217.0,116,18.45,182.1,86,8.19,10.0,5,2.7,2,900.4219039207512
NH,95,No,No,0,142.5,109,,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,737.0831286055544
MN,90,No,No,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,637.9453433982335
MA,105,No,Yes,21,147.0,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,640.7025190424359
NH,101,No,No,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,943.8112602615328
MN,95,No,No,0,149.2,96,25.36,260.7,116,22.16,201.0,120,9.05,8.1,2,2.19,1,1032.010118094368
IA,123,No,No,0,204.4,88,34.75,137.5,111,11.69,226.0,100,10.17,10.0,4,2.7,0,722.599908211627
AL,141,No,Yes,28,308.0,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2.0,1,962.9664515239688
CA,75,No,Yes,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4,954.7503190890184
MA,126,No,Yes,24,58.9,125,,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,697.5755102056257
IN,115,No,No,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3.0,2,642.2856439320873
NH,105,No,Yes,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,1047.936613020756
